ordre,code,reference,nom,lien,description,isOfficiel,unite_apprentissage_reference,duree_en_heure,formateur_reference
12,2.1.1,DMB-2.1.1,Tables & contraintes,https://solicode-web-mobile.github.io/autoformation-mobile/schema-eloquent/tables-contraintes/,"Créer des tables avec PK/FK et contraintes (unicité, cascade) puis exécuter les migrations proprement.",1,DMB-2.1.U1,1.5,
13,2.1.2,DMB-2.1.2,Seeders & jeux de données,https://solicode-web-mobile.github.io/autoformation-mobile/schema-eloquent/seeders-jeux-donnees/,"Construire factories & seeders pour un jeu de données reproductible avec relations, orchestré via DatabaseSeeder.",1,DMB-2.1.U1,1.5,
14,2.1.3,DMB-2.1.3,CRUD basique,https://solicode-web-mobile.github.io/autoformation-mobile/schema-eloquent/crud/,"Mettre en place un CRUD complet (routes REST, contrôleur resource, vues minimales, validation/flash) pour Article.",1,DMB-2.1.U2,2.0,
15,2.1.4,DMB-2.1.4,Relations 1-n & n-n,https://solicode-web-mobile.github.io/autoformation-mobile/schema-eloquent/relations/,"Déclarer 1-n et n-n, manipuler attach/detach/sync, optimiser avec with/withCount.",1,DMB-2.1.U2,2.0,
16,2.2.1,DMB-2.2.1,Scopes & requêtes,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/scopes-requetes/,"Structurer des requêtes maintenables avec scopes, filtres conditionnels et sous-requêtes/EXISTS.",1,DMB-2.2.U1,1.5,
17,2.2.2,DMB-2.2.2,Relations imbriquées,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/relations-imbriquees/,"Combiner relations imbriquées, whereHas et agrégats pour des listes rapides sans N+1.",1,DMB-2.2.U1,1.5,
18,2.2.3,DMB-2.2.3,Transactions,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/transactions/,"Écrire des opérations atomiques avec DB::transaction, gérer erreurs/concurrences et retries.",1,DMB-2.2.U2,1.5,
19,2.2.4,DMB-2.2.4,Index & EXPLAIN,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/index-explain/,Choisir/créer des index utiles et vérifier leur usage via EXPLAIN pour optimiser WHERE/JOIN/ORDER.,1,DMB-2.2.U2,1.5,
20,2.2.5,DMB-2.2.5,Sauvegarde & CSV,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/sauvegarde-csv/,Sauvegarder/restaurer une base et maîtriser export/import CSV (MySQL ou Laravel).,1,DMB-2.2.U3,1.5,
21,2.2.6,DMB-2.2.6,Comptes & privilèges,https://solicode-web-mobile.github.io/autoformation-mobile/eloquent-avance/comptes-privileges/,Créer des rôles/comptes MySQL selon le moindre privilège et sécuriser l’accès (SSL).,1,DMB-2.2.U3,1.5,
22,3.0.1,DMB-3.0.1,Types & syntaxe,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/types-syntaxe/,"Manipuler les types modernes, tableaux associatifs et opérateurs ?? / ??= pour normaliser des données propres.",1,DMB-3.0.U1,1.5,
23,3.0.2,DMB-3.0.2,Fonctions & tableaux,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/fonctions-tableaux/,"Écrire des fonctions typées et utiliser closures + helpers array_* pour filtrer, mapper, réduire et trier.",1,DMB-3.0.U1,1.5,
24,3.0.3,DMB-3.0.3,Exceptions,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/exceptions/,"Détecter, intercepter et traiter proprement les erreurs (try/catch/finally, JSON_THROW_ON_ERROR, codes de sortie).",1,DMB-3.0.U1,1.5,
25,3.0.4,DMB-3.0.4,Classes,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/classes/,"Modéliser une entité métier avec propriétés typées, constructeur et promotion pour garantir l’initialisation.",1,DMB-3.0.U2,1.5,
26,3.0.5,DMB-3.0.5,Encapsulation,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/encapsulation/,"Protéger l’état interne via visibilité, readonly, API minimale et usage mesuré de static.",1,DMB-3.0.U2,1.5,
27,3.0.6,DMB-3.0.6,Interfaces & traits,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/interfaces-traits/,"Coder par contrats (interfaces), factoriser via traits et structurer avec namespaces + autoload PSR-4.",1,DMB-3.0.U2,1.5,
28,3.0.7,DMB-3.0.7,CLI,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/cli/,"Créer un script CLI qui lit des options (getopt), gère STDIN/STDOUT/STDERR et retourne des codes de sortie.",1,DMB-3.0.U3,1.5,
29,3.0.8,DMB-3.0.8,Fichiers & JSON,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/json/,"Lire/écrire des fichiers JSON de façon sûre (options d’encodage, exceptions, verrouillage d’écriture).",1,DMB-3.0.U3,1.5,
30,3.0.9,DMB-3.0.9,Composer,https://solicode-web-mobile.github.io/autoformation-mobile/php-poo/composer/,"Initialiser Composer, configurer l’autoload PSR-4 et créer des scripts exécutables (start, seed).",1,DMB-3.0.U3,1.5,
31,3.1.1,DMB-3.1.1,Installation,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/installation/,Initialiser un projet Laravel relié à MySQL et prêt pour le CRUD.,1,DMB-3.1.U1,1.5,
32,3.1.2,DMB-3.1.2,MVC,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/mvc/,"Mettre en place un MVC minimal : routes nommées, contrôleur, vues Blade et layout.",1,DMB-3.1.U1,1.5,
33,3.1.3,DMB-3.1.3,Formulaires & CSRF,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/formulaires-csrf/,"Construire un formulaire sécurisé avec CSRF, validation initiale, erreurs par champ et flash.",1,DMB-3.2.U2,1.5,
34,3.1.4,DMB-3.1.4,Validation,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/validation/,Isoler la validation dans des FormRequest et l’intégrer aux actions store/update et aux vues.,1,DMB-3.2.U2,1.5,
35,3.1.5,DMB-3.1.5,Modèle & migrations,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/article-migrations/,"Créer le modèle Article, la table articles et un seeder à partir d’un JSON.",1,DMB-2.1.U3,2.0,
36,3.1.6,DMB-3.1.6,CRUD & pagination,https://solicode-web-mobile.github.io/autoformation-mobile/laravel-crud/crud-pagination/,Livrer un CRUD Article minimal avec pagination et messages de confirmation.,1,DMB-2.1.U3,2.0,
37,3.2.1,DMB-3.2.1,Routes API & JSON,https://solicode-web-mobile.github.io/autoformation-mobile/api-rest/routes-json/,Déclarer des routes API et renvoyer des réponses JSON correctes avec codes HTTP adaptés.,1,DMB-3.2.U1,1.5,
38,3.2.2,DMB-3.2.2,Pagination & filtres,https://solicode-web-mobile.github.io/autoformation-mobile/api-rest/pagination-filtres/,"Implémenter pagination, filtres et tri sécurisés dans un endpoint JSON.",1,DMB-3.2.U1,2.0,
39,3.2.3,DMB-3.2.3,Resource & Collection,https://solicode-web-mobile.github.io/autoformation-mobile/api-rest/resource-collection/,Normaliser les réponses API avec Resource et ResourceCollection.,1,DMB-3.2.U2,2.0,
40,3.2.4,DMB-3.2.4,Contrat API,https://solicode-web-mobile.github.io/autoformation-mobile/api-rest/contrat-api/,"Définir un contrat API minimal, documenté et testable (Postman/Insomnia).",1,DMB-3.2.U3,2.0,
41,3.3.1,DMB-3.3.1,Middlewares,https://solicode-web-mobile.github.io/autoformation-mobile/securite/middlewares/,"Configurer auth, throttle et CORS pour sécuriser le back-office et exposer l’API proprement.",1,DMB-3.4.U1,1.5,
42,3.3.2,DMB-3.3.2,Policy Article,https://solicode-web-mobile.github.io/autoformation-mobile/securite/policy-article/,Restreindre la modification et la suppression d’un article à son propriétaire via une Policy.,1,DMB-3.4.U1,1.5,
43,3.3.3,DMB-3.3.3,Handler d’exceptions,https://solicode-web-mobile.github.io/autoformation-mobile/securite/handler-exceptions/,Uniformiser les réponses d’erreur JSON pour l’API tout en conservant des pages d’erreur web lisibles.,1,DMB-3.4.U2,1.5,
44,3.3.4,DMB-3.3.4,Logs centralisés,https://solicode-web-mobile.github.io/autoformation-mobile/securite/logs/,"Centraliser et structurer les logs (niveaux, rotation, canal audit, alerte Slack) pour diagnostiquer et auditer.",1,DMB-3.4.U2,1.5,
45,4.1.1,DMB-4.1.1,Dépôt,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/initialiser-depot/,"Initialiser un dépôt propre (README, .gitignore, env.example, licence) et pousser sur un remote.",1,DMB-4.1.U1,1.5,
46,4.1.2,DMB-4.1.2,Conventions,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/conventions-equipe/,"Poser des conventions minimales (branches, commits, lint/format) et les automatiser.",1,DMB-4.1.U1,1.5,
47,4.1.3,DMB-4.1.3,Scripts & setup,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/scripts-setup/,Standardiser les scripts Composer/NPM et documenter un démarrage rapide reproductible.,1,DMB-4.1.U1,2.0,
48,4.1.4,DMB-4.1.4,Branches,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/strategie-branches/,Définir un GitFlow minimal (main/develop/feature/release/hotfix) avec règles de merge et tags.,1,DMB-4.1.U2,1.5,
49,4.1.5,DMB-4.1.5,Cycle issue→PR,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/cycle-issue-feature-pr/,Appliquer le flux issue → feature branch → PR avec commits petits et référencés.,1,DMB-4.1.U2,1.5,
50,4.1.6,DMB-4.1.6,Sync propre,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/sync-propre/,Aligner régulièrement les branches via rebase et pousser en sécurité.,1,DMB-4.1.U2,1.5,
51,4.1.7,DMB-4.1.7,Ouvrir une PR,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/ouvrir-pr/,"Préparer une PR claire, testée, liée à l’issue et prête pour squash merge.",1,DMB-4.1.U3,1.5,
52,4.1.8,DMB-4.1.8,Revue de code,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/revue-code/,Conduire des revues utiles et respectueuses avec décisions claires (Approve/Request changes/Comment).,1,DMB-4.1.U3,1.5,
53,4.1.9,DMB-4.1.9,Conflit & merge,https://solicode-web-mobile.github.io/autoformation-mobile/git-gitflow/conflit-merge/,"Résoudre un conflit localement, finaliser la PR en squash et taguer si nécessaire puis back-merger.",1,DMB-4.1.U3,2.0,
54,4.2.1,DMB-4.2.1,Sprint 1 semaine,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/sprint/,"Organiser un sprint d’une semaine (rôles, cérémonies, artefacts) et produire les sorties attendues.",1,DMB-4.2.U1,1.5,
55,4.2.2,DMB-4.2.2,Artefacts,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/artefacts/,"Structurer et maintenir PB, SB et DoR/DoD pour un sprint d’une semaine.",1,DMB-4.2.U1,1.5,
56,4.2.3,DMB-4.2.3,Planning,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/planning/,"Rédiger le Sprint Goal, estimer la capacité et sélectionner les stories avec WIP limité.",1,DMB-4.2.U1,1.5,
57,4.2.4,DMB-4.2.4,Stories & GWT,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/stories-gwt/,Rédiger des stories INVEST et des critères Given/When/Then testables.,1,DMB-4.2.U2,1.5,
58,4.2.5,DMB-4.2.5,Estimation,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/estimation/,Estimer vite en S/M/L ↔ 1–3 points avec une story de référence pour cadrer le sprint.,1,DMB-4.2.U2,1.5,
59,4.2.6,DMB-4.2.6,Tâches,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/taches/,"Décliner une story en tâches ≤ 0,5 j, liées aux GWT et assorties de preuves.",1,DMB-4.2.U2,1.5,
60,4.2.7,DMB-4.2.7,Kanban,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/kanban/,Exécuter le sprint via un Kanban à 4 colonnes avec WIP et règles d’entrée/sortie.,1,DMB-4.2.U3,1.5,
61,4.2.8,DMB-4.2.8,Daily,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/daily/,"Conduire un Daily ≤10 min, mettre le board à jour et décider 1 action par blocage.",1,DMB-4.2.U3,1.5,
62,4.2.9,DMB-4.2.9,Review & Rétro,https://solicode-web-mobile.github.io/autoformation-mobile/agile-scrum/review-retro/,Mener Review sur GWT puis une Rétro avec 2 actions SMART planifiées.,1,DMB-4.2.U3,1.5,
63,5.1.1,DMB-5.1.1,Installer Android Studio,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/installer-android-studio/,"Installer Android Studio, configurer le SDK, créer un AVD et valider ADB sur device/émulateur.",1,DMB-5.1.U1,1.5,
64,5.1.2,DMB-5.1.2,Créer un projet,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/creer-projet/,"Créer un projet Jetpack Compose propre (package, minSdk, Compose activé) qui compile et s’exécute.",1,DMB-5.1.U1,1.5,
65,5.1.3,DMB-5.1.3,Arborescence,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/arborescence/,"Identifier où trouver et modifier Manifest, sources Kotlin, ressources et script Gradle.",1,DMB-5.1.U1,1.5,
66,5.1.4,DMB-5.1.4,Init Git,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/init-git/,"Initialiser Git, appliquer un .gitignore Android, réaliser des commits propres et pousser la branche main sur un remote.",1,DMB-5.1.U2,1.5,
67,5.1.5,DMB-5.1.5,APK debug,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/apk-debug/,"Construire un APK debug, l’installer via ADB et livrer README + captures/vidéo de vérification.",1,DMB-5.1.U2,1.5,
68,5.1.6,DMB-5.1.6,UI de base,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/ui-base/,"Construire un écran Compose avec TextField, bouton de salutation, message et compteur (−/valeur/+), accessible et Material 3.",1,DMB-5.1.U3,1.5,
69,5.1.7,DMB-5.1.7,États & rememberSaveable,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/etats-remembersaveable/,Persister les états UI avec rememberSaveable et appliquer les règles d’activation/désactivation.,1,DMB-5.1.U3,1.5,
70,5.1.8,DMB-5.1.8,Finitions,https://solicode-web-mobile.github.io/autoformation-mobile/mobile-onboarding/finitions/,"Finaliser l’UI (Material 3, strings, a11y) et valider un build APK de démonstration.",1,DMB-5.1.U3,1.5,
71,5.2.1,DMB-5.2.1,Variables & boucles,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/variables-boucles/,"Déclarer des variables sûres, écrire des conditions expressives et itérer avec des boucles idiomatiques.",1,DMB-5.2.U1,1.5,
72,5.2.2,DMB-5.2.2,Null-safety,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/null-safety/,"Éviter les NPE avec T?, safe calls, Elvis, let et safe cast dans les flux Android.",1,DMB-5.2.U1,1.5,
73,5.2.3,DMB-5.2.3,Fonctions & lambdas,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/fonctions-lambdas/,"Écrire des fonctions lisibles avec paramètres nommés, valeurs par défaut et lambdas simples.",1,DMB-5.2.U2,1.5,
74,5.2.4,DMB-5.2.4,Data class & copy,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/data-class-copy/,"Modéliser un état immuable avec data class, le mettre à jour via copy et utiliser la destructuration.",1,DMB-5.2.U2,1.5,
75,5.2.5,DMB-5.2.5,Collections,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/collections/,Manipuler List/Set/Map de façon lisible et sûre avec les opérations idiomatiques.,1,DMB-5.2.U3,1.5,
76,5.2.6,DMB-5.2.6,Bonnes pratiques,https://solicode-web-mobile.github.io/autoformation-mobile/kotlin-essentiel/bonnes-pratiques/,"Produire un code Android/Compose simple, testable et maintenable (immutabilité, fonctions pures, KISS).",1,DMB-5.2.U3,1.5,
77,5.3.1,DMB-5.3.1,Composables,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/composables/,"Afficher texte, bouton, saisie et image puis prévisualiser l’écran avec @Preview.",1,DMB-5.3.U1,1.5,
78,5.3.2,DMB-5.3.2,Layouts & thèmes,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/layouts-themes/,"Composer des écrans propres avec Row/Column/Box, espacement 8dp et Material 3.",1,DMB-5.3.U1,1.5,
79,5.3.3,DMB-5.3.3,remember/saveable,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/remember-saveable/,"Choisir où stocker l’état, le persister avec rememberSaveable et hoister les composants.",1,DMB-5.3.U2,1.5,
80,5.3.4,DMB-5.3.4,LazyColumn,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/lazycolumn/,"Construire une TODO locale (ajout, toggle, suppression, empty state) avec état persistant.",1,DMB-5.3.U2,2.0,
81,5.3.5,DMB-5.3.5,ViewModel & UiState,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/viewmodel-ui-state/,Mettre en place ViewModel + StateFlow + intents avec UI stateless et flux unidirectionnel.,1,DMB-5.3.U3,2.0,
82,5.3.6,DMB-5.3.6,Navigation,https://solicode-web-mobile.github.io/autoformation-mobile/android-compose/navigation/,Relier Liste ↔ À propos avec NavHost/NavController et gérer Back/instances.,1,DMB-5.3.U3,1.5,
83,5.4.1,DMB-5.4.1,HTTP & JSON,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/http-json/,Tester une API REST et déduire un schéma JSON pour mapper des data class Kotlin.,1,DMB-5.4.U1,1.5,
84,5.4.2,DMB-5.4.2,Retrofit & Coroutines,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/retrofit/,"Configurer Retrofit+OkHttp avec converter Moshi/Gson, BASE_URL via BuildConfig et fonctions suspend.",1,DMB-5.4.U1,1.5,
85,5.4.3,DMB-5.4.3,Charger la liste,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/get-todos/,"Charger GET /todos, exposer un UiState et afficher loading/empty/error/success en Compose.",1,DMB-5.4.U2,1.5,
86,5.4.4,DMB-5.4.4,États UI + Retry,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/ui-states-retry/,Factoriser loading/empty/error et le Retry via vues réutilisables.,1,DMB-5.4.U2,1.5,
87,5.4.5,DMB-5.4.5,Mise à jour optimiste,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/write-optimistic/,Implémenter POST/PATCH/DELETE en mise à jour optimiste avec rollback et Undo.,1,DMB-5.4.U3,1.5,
88,5.4.6,DMB-5.4.6,Erreurs réseau,https://solicode-web-mobile.github.io/autoformation-mobile/android-api/errors/,Mapper exceptions → messages actionnables (Retry/Undo) sans bloquer l’UI.,1,DMB-5.4.U3,1.5,
89,6.1.1,DMB-6.1.1,Organisation,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/organisation/,Exécuter la suite Laravel et structurer tests/ en Unit/Feature avec Pest ou PHPUnit.,1,DMB-6.1.U1,1.5,
90,6.1.2,DMB-6.1.2,AAA,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/aaa/,Structurer chaque test en Arrange/Act/Assert et maîtriser les assertions clés (valeurs et JSON).,1,DMB-6.1.U1,1.5,
91,6.1.3,DMB-6.1.3,Hooks & helpers,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/hooks-helpers/,"Factoriser fixtures avec hooks, couvrir plusieurs cas via datasets Pest et centraliser les helpers.",1,DMB-6.1.U1,1.5,
92,6.1.4,DMB-6.1.4,.env.testing,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/env-testing/,Isoler l’environnement de test et réinitialiser la base avec RefreshDatabase (SQLite/MySQL).,1,DMB-6.1.U2,1.5,
93,6.1.5,DMB-6.1.5,Tests HTTP,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/http/,"Tester routes web et API (GET/POST), statuts, vues et structures JSON.",1,DMB-6.1.U2,1.5,
94,6.1.6,DMB-6.1.6,Factories & seed,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/factories/,Générer des données réalistes et liées via Model Factories et un seed minimal.,1,DMB-6.1.U2,1.5,
95,6.1.7,DMB-6.1.7,Fakes framework,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/fakes/,"Isoler les effets externes et vérifier mails, notifications et événements avec les fakes Laravel.",1,DMB-6.1.U3,1.5,
96,6.1.8,DMB-6.1.8,Storage::fake(),https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/storage/,"Tester end-to-end l’upload d’images : validation, stockage, remplacement et multiple.",1,DMB-6.1.U3,1.5,
97,6.1.9,DMB-6.1.9,Mocks container,https://solicode-web-mobile.github.io/autoformation-mobile/tests-laravel/container-mocks/,Remplacer des dépendances via le container (stub/mock/spy) pour tester un service isolé.,1,DMB-6.1.U3,1.5,
98,7.1.1,DMB-7.1.1,Numération binaire/hex,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/numeration/,"Convertir décimal ↔ binaire ↔ hex rapidement et sans erreur, avec ou sans calculatrice.",1,DMB-7.1.U1,1.5,
99,7.1.2,DMB-7.1.2,Opérateurs & masques,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/operateurs/,"Appliquer ET/OU/XOR/NOT et décalages, construire des masques pour tester, poser ou extraire des bits.",1,DMB-7.1.U1,1.5,
100,7.1.3,DMB-7.1.3,Matériel & perfs,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/materiel-perfs/,Diagnostiquer CPU/RAM/stockage/bus et identifier le goulot d’étranglement avec mesures simples.,1,DMB-7.1.U2,2.0,
101,7.1.4,DMB-7.1.4,Réseau NIC & MTU,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/nic-mtu/,"Vérifier vitesse/duplex, choisir le câblage et tester la MTU pour éviter erreurs et fragmentation.",1,DMB-7.1.U2,1.5,
102,7.1.5,DMB-7.1.5,Boot & services,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/boot-services/,"Expliquer la chaîne POST→UEFI/BIOS→bootloader→kernel→init et gérer services (liste, start/enable, logs).",1,DMB-7.1.U3,2.0,
103,7.1.6,DMB-7.1.6,Fichiers droits & hygiène,https://solicode-web-mobile.github.io/autoformation-mobile/binaire-matériel/fichiers-droits-hygiene/,"Lister/modifier les droits essentiels (Linux/Windows), protéger .env et appliquer le moindre privilège.",1,DMB-7.1.U3,1.5,
104,7.2.1,DMB-7.2.1,Switch vs routeur,https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/switch-routeur-topologies-rj45/,"Différencier L2/L3, choisir une topologie LAN robuste, câbler en RJ45 et diagnostiquer lien/vitesse/duplex.",1,DMB-7.2.U1,1.5,
105,7.2.2,DMB-7.2.2,Segmentation & port,https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/vlan-ports/,"Segmenter un LAN en VLANs, configurer access/trunk (tagged/untagged, PVID) et repérer les ports à ajuster.",1,DMB-7.2.U1,1.5,
106,7.2.3,DMB-7.2.3,"IPv4,masque,CIDR passerelle & DNS",https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/ipv4-cidr-passerelle-dns/,"Calculer réseau/broadcast/plage depuis un CIDR, choisir la GW et configurer/vérifier le DNS.",1,DMB-7.2.U2,1.5,
107,7.2.4,DMB-7.2.4,DHCP statique/dynamique ; IPv6 (aperçu),https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/dhcp-ipv6/,"Mettre en place DHCPv4 (pools, réservations, options), configurer un relay et comprendre SLAAC/DHCPv6.",1,DMB-7.2.U2,1.5,
108,7.2.5,DMB-7.2.5,ping/traceroute/ipconfig,https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/ping-trace-ipconfig/,"Diagnostiquer une panne L3 en 5 minutes avec ipconfig/ip a, ping et traceroute/tracepath.",1,DMB-7.2.U3,1.5,
109,7.2.6,DMB-7.2.6,netstat/ss & pare-feu,https://solicode-web-mobile.github.io/autoformation-mobile/lan-ip/netstat-ss-tests-parefeu/,"Lister écoute/connexions, tester l’ouverture d’un port et régler le pare-feu (Windows/ufw/firewalld).",1,DMB-7.2.U3,1.5,
110,7.3.1,DMB-7.3.1,HTTP méthodes & codes,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/c7-3/http/,"Choisir la méthode HTTP adaptée, interpréter les codes et utiliser headers/MIME avec curl.",1,DMB-7.3.U1,1.5,
111,7.3.2,DMB-7.3.2,TLS/HTTPS & certifs,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/c7-3/https/,"Mettre en place TLS avec certificat valide, HTTPS forcé et diagnostiquer erreurs courantes.",1,DMB-7.3.U1,1.5,
112,7.3.3,DMB-7.3.3,Statique vs PHP-FPM,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/c7-3/php-fpm/,Servir les fichiers statiques via Apache et exécuter PHP via FPM avec front controller.,1,DMB-7.3.U3,1.5,
113,7.3.4,DMB-7.3.4,Services & ports,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/services-ports-securite/,"Piloter les services web, vérifier l’ouverture des ports 80/443 et appliquer un durcissement minimal.",1,DMB-7.3.U2,1.5,
114,7.3.5,DMB-7.3.5,Logs & rotation,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/logs/,"Lire, filtrer et corréler les logs Apache avec rotation logrotate.",1,DMB-7.3.U5,1.5,
115,7.3.6,DMB-7.3.6,Traçage client→serveur,https://solicode-web-mobile.github.io/autoformation-mobile/http-principes/tracage/,Tracer une requête du client à l’application et identifier l’étage lent ou en panne.,1,DMB-7.3.U6,2.0,
116,7.4.1,DMB-7.4.1,Install,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/installation-service-systemctl/,"Installer Apache (Linux/Windows), gérer le service, ouvrir le pare-feu et valider la conf.",1,DMB-7.4.U1,1.5,
117,7.4.2,DMB-7.4.2,Conf,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/arborescence-conf-test-sante/,"Comprendre l’arborescence de conf, créer/activer un vhost propre et exécuter un test de santé.",1,DMB-7.4.U1,1.5,
118,7.4.3,DMB-7.4.3,Vhost,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/vhost-documentroot-logs/,"Créer un vhost propre (ServerName/Alias, DocumentRoot, <Directory>) avec logs dédiés, et le tester.",1,DMB-7.4.U2,1.5,
119,7.4.4,DMB-7.4.4,Droits & rewrite,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/droits-permissions-index-alias-rewrite/,"Durcir un site (permissions sûres, pas de listing), publier via Alias en sécurité, activer mod_rewrite.",1,DMB-7.4.U2,1.5,
120,7.4.5,DMB-7.4.5,Mini-site,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/deployer-mini-site/,"Créer l’arborescence d’un mini-site (statique + PHP), relier Apache↔PHP-FPM, tester.",1,DMB-7.4.U3,1.5,
121,7.4.6,DMB-7.4.6,Ops & HTTPS,https://solicode-web-mobile.github.io/autoformation-mobile/apache-vhosts/bonnes-pratiques-sauvegarde-logs-https/,"Sauvegarder/versionner la conf, organiser la rotation/centralisation des logs, assainir HTTPS, écrire des runbooks.",1,DMB-7.4.U3,1.5,
